2021:06:16 09:16:50 IST +0530,367.7,441.55,367.7,424.2,"{12741122: 550, 12741378: 450, 14170114: 275, 14170370: 100, 12769538: 450, 12769794: 0, 12770050: 4375, 12770306: 4275}"
2021:06:16 09:18:31 IST +0530,424.2,432.8,418.95,419.4,"{12741122: 725, 12741378: 275, 14170114: 175, 14170370: 200, 12769538: 5725, 12769794: 0, 12770050: 4375, 12770306: 4850}"
2021:06:16 09:20:22 IST +0530,422.0,430.65,405.7,410.0,"{12741122: 975, 12741378: 400, 14170114: 850, 14170370: 675, 12769538: 50, 12769794: 0, 12770050: 4400, 12770306: 450}"
2021:06:16 09:22:14 IST +0530,410.0,421.05,402.8,402.8,"{12741122: 450, 12741378: 100, 14170114: 1100, 14170370: 1300, 12769538: 50, 12769794: 0, 12770050: 325, 12770306: 100}"
2021:06:16 09:24:03 IST +0530,403.7,403.7,364.7,372.3,"{12741122: 4925, 12741378: 4350, 14170114: 1850, 14170370: 1800, 12769538: 4350, 12769794: 0, 12770050: 500, 12770306: 4625}"
2021:06:16 09:25:43 IST +0530,372.3,376.15,345.25,351.6,"{12741122: 2725, 12741378: 3950, 14170114: 1750, 14170370: 1800, 12769538: 4725, 12769794: 0, 12770050: 725, 12770306: 0}"
2021:06:16 09:27:25 IST +0530,351.6,363.7,350.85,359.7,"{12741122: 4850, 12741378: 5125, 14170114: 1800, 14170370: 2000, 12769538: 25, 12769794: 0, 12770050: 850, 12770306: 725}"
2021:06:16 09:29:21 IST +0530,360.15,367.05,347.65,347.65,"{12741122: 3325, 12741378: 3525, 14170114: 2175, 14170370: 3125, 12769538: 4750, 12769794: 0, 12770050: 1050, 12770306: 450}"
2021:06:16 09:31:13 IST +0530,347.65,350.0,328.8,334.95,"{12741122: 2600, 12741378: 3300, 14170114: 3200, 14170370: 3725, 12769538: 4875, 12769794: 0, 12770050: 1500, 12770306: 750}"
2021:06:16 09:33:01 IST +0530,334.95,340.0,333.05,335.0,"{12741122: 2475, 12741378: 4450, 14170114: 3625, 14170370: 3500, 12769538: 6125, 12769794: 0, 12770050: 1125, 12770306: 1900}"
2021:06:16 09:35:07 IST +0530,335.0,335.85,324.2,324.45,"{12741122: 3050, 12741378: 4225, 14170114: 4100, 14170370: 4825, 12769538: 4800, 12769794: 0, 12770050: 2125, 12770306: 1425}"
2021:06:16 09:37:26 IST +0530,324.45,333.45,321.85,330.75,"{12741122: 3200, 12741378: 3100, 14170114: 50, 14170370: 1225, 12769538: 575, 12769794: 0, 12770050: 4425, 12770306: 2250}"
2021:06:16 09:39:25 IST +0530,330.75,338.0,327.25,338.0,"{12741122: 2650, 12741378: 2625, 14170114: 250, 14170370: 1750, 12769538: 150, 12769794: 0, 12770050: 2000, 12770306: 2225}"
2021:06:16 09:41:21 IST +0530,338.0,343.6,335.0,342.45,"{12741122: 2800, 12741378: 2800, 14170114: 1025, 14170370: 1875, 12769538: 400, 12769794: 0, 12770050: 4000, 12770306: 2875}"
2021:06:16 09:43:16 IST +0530,342.45,348.6,340.85,345.0,"{12741122: 2375, 12741378: 3775, 14170114: 1075, 14170370: 2950, 12769538: 500, 12769794: 0, 12770050: 2400, 12770306: 3225}"
2021:06:16 09:45:02 IST +0530,345.0,350.0,344.65,348.8,"{12741122: 7600, 12741378: 3275, 14170114: 1650, 14170370: 2875, 12769538: 4225, 12769794: 0, 12770050: 2625, 12770306: 3050}"
2021:06:16 09:46:45 IST +0530,349.0,360.1,340.3,359.5,"{12741122: 1325, 12741378: 3175, 14170114: 675, 14170370: 2725, 12769538: 3500, 12769794: 0, 12770050: 1925, 12770306: 3600}"
2021:06:16 09:48:36 IST +0530,360.1,377.3,356.45,377.3,"{12741122: 775, 12741378: 550, 14170114: 1025, 14170370: 4050, 12769538: 3275, 12769794: 0, 12770050: 3550, 12770306: 3250}"
2021:06:16 09:50:39 IST +0530,377.3,379.9,362.0,364.8,"{12741122: 625, 12741378: 50, 14170114: 2150, 14170370: 3275, 12769538: 3900, 12769794: 0, 12770050: 4550, 12770306: 3500}"
2021:06:16 09:52:37 IST +0530,364.8,375.0,363.65,373.35,"{12741122: 3900, 12741378: 4350, 14170114: 2050, 14170370: 4075, 12769538: 3125, 12769794: 0, 12770050: 5125, 12770306: 4600}"
2021:06:16 09:54:39 IST +0530,373.35,373.45,361.0,363.9,"{12741122: 3775, 12741378: 8075, 14170114: 2100, 14170370: 3775, 12769538: 3075, 12769794: 0, 12770050: 5300, 12770306: 4500}"
2021:06:16 09:56:36 IST +0530,363.9,368.35,360.0,364.85,"{12741122: 3700, 12741378: 3625, 14170114: 3250, 14170370: 4050, 12769538: 3150, 12769794: 0, 12770050: 3075, 12770306: 5150}"
2021:06:16 09:58:40 IST +0530,364.85,377.25,363.8,364.3,"{12741122: 3450, 12741378: 4050, 14170114: 2850, 14170370: 4875, 12769538: 2950, 12769794: 0, 12770050: 2625, 12770306: 50}"
2021:06:16 10:00:33 IST +0530,364.3,378.7,364.3,375.5,"{12741122: 2900, 12741378: 3450, 14170114: 3700, 14170370: 4150, 12769538: 2675, 12769794: 0, 12770050: 4100, 12770306: 4625}"
2021:06:16 10:02:22 IST +0530,375.5,376.9,368.75,372.1,"{12741122: 2925, 12741378: 3725, 14170114: 2450, 14170370: 5250, 12769538: 5050, 12769794: 0, 12770050: 2425, 12770306: 6775}"
2021:06:16 10:04:19 IST +0530,372.1,387.5,366.3,386.0,"{12741122: 1375, 12741378: 10675, 14170114: 3025, 14170370: 6450, 12769538: 2325, 12769794: 0, 12770050: 3400, 12770306: 25}"
2021:06:16 10:06:16 IST +0530,386.0,399.95,381.6,387.75,"{12741122: 575, 12741378: 3650, 14170114: 3475, 14170370: 600, 12769538: 4275, 12769794: 0, 12770050: 3625, 12770306: 775}"
2021:06:16 10:07:59 IST +0530,387.75,395.85,385.15,393.8,"{12741122: 400, 12741378: 6700, 14170114: 3675, 14170370: 825, 12769538: 2950, 12769794: 0, 12770050: 3050, 12770306: 775}"
2021:06:16 10:09:53 IST +0530,393.8,400.85,385.9,391.05,"{12741122: 25, 12741378: 4300, 14170114: 3800, 14170370: 725, 12769538: 2125, 12769794: 0, 12770050: 2350, 12770306: 750}"
